[China Eye]
! Version: 20180301
! The content of this list is generated from the following resources:
https://github.com/jasonqng/chinese-keywords/
https://github.com/citizenlab/chat-censorship/
https://docs.google.com/spreadsheets/d/1UTP9MU80r_N5WPhQ5-4AjM0ebW1eMxyDlRe_vaYy9IM/edit#gid=0

!-----------------------Sensitive Keywords-----------------------!
退出中共|Quit CPC
陆si风波|Lu si storm
liu肆风波|liu store storm
陆肆风bo|Lusi wind bo
陆肆feng波|Lusi feng wave
liu肆fengbo|liu store fengbo
liusifeng波|liusifeng wave
bajiushijian|
89shijian|
八九shi件|Eighty-nine shi pieces
八九事jian|Eighty-nine thing jian
8jiushijian|
89事jian|89 things jian
8九shi件|
8九事件|8 nine events
八9事件|Eight 9 events
8九风波|8 nine storm
八久风波|Eight long storm
捌玖风波|Jiu Ba storm
捌jiu风波|Ba jiu storm
ba玖风波|Nine ba storm
ba久风波|ba long storm
ba久fengbo|ba long fengbo
捌九风波|Ba nine storm
捌久风波|Ba long storm
八jiu风波|Eight jiu storm
ba玖fengbo|Nine fengbo ba
tiananmen风波|tiananmen storm
tian安门风波|tian Tiananmen crisis
天安men风波|Tian men storm
天安门风bo|Tiananmen wind bo
89fengbo|
8jiufengbo|
ba9风波|ba9 storm
8jiu风波|8jiu storm
8玖风波|8 Nine storm
捌9风波|Ba 9 storm
8久风波|8 long storm
8酒风波|8 wine storm
ba酒风波|ba wine storm
ba酒fengbo|ba wine fengbo
tian安门屠杀|
天安men屠杀|Tian men massacre
陆si惨案|Lu si massacre
liu肆惨案|liu wantonly massacre
六四canan|Sixty-four canan
liusi惨案|liusi massacre
捌玖惨案|Jiu Ba massacre
捌久惨案|Ba long massacre
捌九惨案|Ba nine tragedy
八久惨案|Eight long massacre
八酒惨案|Eight liquor tragedy
八玖惨案|Eight Nine massacre
捌酒惨案|Ba liquor tragedy
6四惨案|6 four tragedy
六4惨案|Six 4 massacre
六si惨案|Six si massacre
liu四惨案|liu four tragedy
6si惨案|6si massacre
liu4惨案|liu4 massacre
64canan|
六4canan|Six 4canan
6sicanan|
天安men惨案|Tian men massacre
天安门血案|Tiananmen massacre
tiananmen血案|tiananmen massacre
天安men血案|Tian men massacre
1989fengbo|
tiananmen自焚|tiananmen self-immolation
八九年学生运动|2089 student movement
捌玖年学生运动|
tiananmenfengbo|
捌玖学运|
bajiu学运|bajiu student movement
bajiu年学生运动|
liusi枪杀|liusi shot
陆肆枪杀|Lusi shot
liu肆枪杀|liu wantonly shot
陆si枪杀|Lu si shot
八九枪杀|Eighty-nine shot
捌玖枪杀|Jiu Ba shot
八久枪杀|Eight long shot
八酒枪杀|Eight wine shot
八玖枪杀|Nine killed eight
捌九枪杀|Ba nine shot
捌久枪杀|
捌酒枪杀|Ba wine shot
bajiu枪杀|bajiu shot
liusi屠城|liusi massacre
平反六四事件|Vindication event
平反陆肆事件|Lusi events vindicated
坦克事件|Tank Event
tu杀学生|tu kill students
屠sha学生|Tu sha students
捌玖动乱|Jiu Ba unrest
八酒动乱|Eight wine unrest
八久动乱|Eight long unrest
捌九动乱|Ba nine unrest
捌久动乱|Ba long unrest
捌酒动乱|Ba wine unrest
bajiu动乱|bajiu unrest
八玖动乱|Nine eight unrest
长安街的贝塔|Chang'an Avenue beta
21周年六四|21 anniversary sixty-four
21周年6月4日|
二十周年风波|
64烛光晚会|64 candlelight vigil
为六四正名|
六四遭坦克车压|
89年的大学生游行|Students march 1989
大爆政局内幕|Revealing political insider
426社论发表二十年|
89为什么被屏蔽|
25年前的乱局|
25年前天安门|
25年前6月4日|
6四25周年|
25周年大游行|25th Anniversary Parade
64事件25周年|
6425周年|6425 anniversary
25年萧瀚|25 years Xiaohan
25年学生潮|
25年学潮|
25年广场事件|
25年六四|25 June 4
25年春夏之交|
25周年张万舒|
25周年89年事件|
25周年游行|25th anniversary parade
25周年6月4日|
25周年六四|25th Anniversary sixty-four
六四25周年|Sixty-four 25th anniversary
坦克进城25年|
25周年网络大会|
6425周年游行|6425 anniversary parade
25年前的6月4号|
25年薪火|25 salary fire
25年前广场的真相|
民运25周年|
25年钱的政治风波|
8964大屠杀25周年|
门屠杀25周年|
是非恩仇二十年|
胡耀邦下台前后|
政坛秘闻录|Confidential political record
是非恩仇20年|20-year non-hatred
开坦克血腥镇压|
1989nian6yue4ri|
420事件|420 events
b1oodisonthesquare|
力捧下台|Touted step down
李鵬下台|
清洗天安门|Cleaning Tiananmen
反对cpc|Opposition CPC
democraci运动|democraci sports
19eighty-nine|
三小时纪录片|Three hours documentary
天安门卡玛|Tiananmen Karma
卡玛天安门|Kama Tiananmen
禁片下载|Ban movie download
禁片资源|Ban chip resources
禁片的下载|Forbidden films downloads
禁片的资源|Resources forbidden films
天安门纪录片|Tiananmen documentaries
89为什么被禁|
89为什么被屏|
民运1989|MDC 1989
1989北京死|1989 Beijing dead
1989年6月的事|June 1989 things
q261178774|
party不民主|PARTY undemocratic
party封锁|PARTY blockade
天安门静坐|Tiananmen Square sit-in
426社论|426 editorial
广场上de热血|
宫馋党|Palace greedy party
广场上绝食|
广场上静坐|Square sit-in on
广场洒热血|Square shed blood
广场鲜血|Square blood
1989中美交恶|1989 Sino-US hostility
gcd垮台|GCD collapse
gcd腐败|GCD corruption
tank和枪炮|tank and guns
天安门前的血案|Tiananmen massacre
拦土旦克|Lantudanke
坦克开进北京|
64天安门|64 Tiananmen
89动1乱|
1989年6月北京|June 1989 Beijing
gcd统治|GCD rule
一人站一坦克前|
捌玖年中国|Jiu Ba, China
学生民主运动|Student democracy movement
八jiu雪嘲|
ba九雪嘲|
64内幕|64 Insider
大学生动乱事件|Students unrest
64动摇了党|
学生静坐于广场|Student sit-in square
6月北京动荡|June Beijing unrest
六死事件|Six dead Event
gcd越来越腐败|GCD growing corruption
1989美中交恶|1989-US hostility
890604|
gcd倒台|GCD downfall
淫三国|Three kinky
sm影片|sm movie
sixfour屠杀|sixfour massacre
sixfour以后的中国|sixfour after China
sixfour的影响深远|
sixfour二十年历史事件|
为六四开枪辩护|
血洗北京|Bloodbath Beijing
江泽民入承大宝|
六四北京学运|
六四北京开枪|Sixty-four Beijing shot
八九六四学运|
八九六四学生|
卢跃刚公开信|
tiananmencrackdown|
泪水在中国流淌|
鲜血染红了广场|Blood red square
民主了爆你菊花|
五毛共匪吊长街|
民主了杀你全家|
六四悲剧|Sixty-four tragedy
六四后遗症|Sixty-four sequelae
二六社论|26 editorial
六丝动乱|Six wire unrest
把酒流斯|Wine stream Adams
学潮的兴起|
1989春天学潮|
北京风波大事记|Beijing storm Memorabilia
动荡的56天|56 days turbulence
八九年的反学朝|2089 anti-science towards
89年大学生暴乱|
中丆国政府|丆 national government
天亣安门事件|
六丶四学生爱国|
学hexie潮|Learn hexie tide
甜安门事件|Sweet Tiananmen incident
1989年的六肆|1989 Six store
19eightnine年|19eightnine years
89年6月④日|
sixfour惨案|sixfour massacre
sixfour运动|sixfour sports
六罒运动|Six 罒 sports
sixfour云东|sixfour East Cloud
sixfour风波|sixfour storm
89学氵朝|
88年雪潮|88 snow tide
89中国学生的大事|
死于八乘八日|
腐败的铲共党|Shovel communist corruption
kongyizi|
炎黄春秋|Yanhuang Chunqiu
空凳的主人|Empty stool owner
无人坐的凳|No sitting stool
大国沉沦|Big country sink
稀世之音|The rare sound
黑窑童奴案|
大地黯淡无语|Dim silent earth
瘦瘦削削的天|
细细长长的木|Long thin wood
暗红色的证书|Dark red certificate
缺席的方式|Absent way
遥远的寓言|Distant fable
孔子滑稽奖|Funny Confucius Prize
搜狗南京代理商|Sogou Nanjing Agents
团车网|Mission car network
胡承认变质|Hu acknowledged metamorphism
八九学运领袖|
李锐鲍彤六四|
凌沧洲六四|Ling Cangzhou sixty-four
六四惨案鲍彤|
陆肆事件天安门|Lusi Tiananmen incident
李月月鸟六四|
1989记忆的呼唤六四|
20周年纪念白皮书|
把酒柳丝二十年|
把酒柳丝事件|Stir wine event
陈小雅六四研究|
夫人华仲尉|Mrs. Hua Zhongwei
回家运动王丹|
勿忘陆肆|
学者陈小雅六四|
彦永致函|Yan Yong wrote
于浩成六四事件|
昝爱宗六四|Zan sixty-four
赵国君六四|Zhao Guojun sixty-four
中共血腥学生|CCP bloody student
子霖蒋培坤六四|
xianzhang2008xianzhang@inbox|
丁子霖天安门|Ding Zilin Tiananmen
蒋彦永关于为|
丁子霖张先玲|
天安门文件六四|Tiananmen Papers sixty-four
要回家运动王丹|
8964反邓反腐败惨案|
喋血之八九|Bounty of eighty-nine
ailijianyilihamu|
六四军人张世军|
天安門學潮|Tiananmen student protests
64天安門|64 Tiananmen
女神起锚|Goddess anchor
六四的烛光晚会|
李鹏六四日记|The Critical Moment
六四杀戮事件|Sixty-four killings
天安门示威活动|Tiananmen protests
李鹏关键时刻|Li critical moment
六四日記手稿|Sixty-four manuscript diary
李鵬六四日記|The Critical Moment
悼念六四港人|
64小时的绝食|
89年xue潮|
89年北京制止动乱|
六和谐四事件|
打倒和谐共产党|
89年西藏发生骚乱|1989 Tibet riots
记念六四烈士|Martyrs Memorial sixty-four
444444事件|444444 Event
不准提及六四|
新民主女神像|
徐勤先抗命事件|
大陆媒体被禁声|Mainland media hushed
世六说实话拾|
实话实说六四|Straight Talk sixty-four
六四儿童漫画|Children's cartoon sixty-four
64tian安门|64tian Yasukado
天an门风波|
64二十一周年|64 twenty-one anniversary
六四薪火|Passing sixty-four
六四希拉蕊|Hilary sixty-four
祭拜木樨地|Worship alba
6four|
2的8次方|8 th 2
二的8次方|Two 8 th
12500386|
捌9年的6四|
6四屠杀|6 four massacre
6四英魂|6 four souls
天安门压大学生|Tiananmen pressure Students
21周年89年事件|
21year64|
21年八平方|
21周年8x8|8x8 21 anniversary
21周年张万舒|
21年春夏之交|
21年六四|21 June 4
21年广场事件|
21年学潮|
21年学生潮|
21年萧瀚|21 years Xiaohan
21年前柳丝|
64事件21周年|
某事件21周年|
21周年大游行|21 Anniversary Parade
6四21周年|
柳丝21周年|Stir 21 anniversary
21年前6月4日|
tanktiananmen|
89tiananmen|
64tiananmen|
tiananmen六四|tiananmen sixty-four
tiananmen八九|tiananmen eighty-nine
tiananmenuprising|
massacretiananmen|
改革的历程港版|
pdf改革的历程|pdf reform course
pdf改革历程|pdf reform process
改革历程迅雷|Thunder reform process
电驴改革历程|EDonkey reform process
改革历程中文版|
贰拾陆肆|
二十陆肆|Twenty Lusi
20陆肆|20 Lusi
六肆事件|Six store events
陆四真相|Lu four truth
风波陆四|Lu four storm
6点40罗京|6:40 Luo Jing
支联会烛光晚会|Alliance candlelight vigil
韩光长城外|
纪念89天安门|
纪念六4死难者|
六4誓愿|Six four vows
爸舅年|Dad uncle year
5月35|May 35
10*2年前|
二0年前|20 years ago
支持六四|Support sixty-four
六四光荣的抗争|Sixty-four glorious struggle
六四自由花|Sixty-four spend freely
六四杨建利|Yang Jianli sixty-four
20周年司徒华|20th anniversary SZETO
1989protest|
1989democracy|
十问共产党|
60小时绝食静坐|
64学生事件视频|
毋忘赵紫阳|
中青网现公开信|
王笃若|If Wang Du
王笃若rfa|
邓小平8964|Deng Xiaoping 8964
韩东方领袖|HAN leaders
韩东方学运|HAN student movement
20周年韩东方|
20周年6月4日|
19894june|
六四学声运洞|Sixty-four Xueshengyundong
六四学生请愿|Sixty-four student petition
六四学子的鲜血|
1989liusi|
liusi学生运动|liusi student movement
陆肆洞乱|Lusi cave chaos
64天安门事变|64 Tiananmen Incident
198964学潮|198,964 student protests
天安门挡坦克|Tiananmen block tanks
陆月泗日|Luyuesiri
北京植物人马建|
cnn重睹照片|
六四网上游行|Sixty-four online Parade
21周年网络大会|
坦克进城21年|
tianandoor事件|tianandoor event
tam事件21周年|
二十一周年封网|Twenty-one anniversary censorship
大中华局域网|Greater China LAN
黄雀行动日记|Operation Yellowbird diary
血染天安门|Bloody Tiananmen
木樨地38小时|Alba 38 hours
38小时人民日报|38 hours Daily
64二十一年祭|64 twenty-one offering
民运讽刺诗|MDC satire
血路1989|Trail 1989
89北京戒严|
改革历程港版|
陆肆运动|Lusi sports
八八相乘事件|Eighty-eight multiplied event
回顾六肆|
烛光照维园|
维圆烛光|Dimensional circle candlelight
八九关键词|Eighty-nine Keywords
天安门外六部口|
平反柳丝|Stir vindicated
平反陆肆|Vindication Lusi
平反六four|
平反six4|Vindication six4
中共天安门清场|
六四薪火相传|
吾尔开希入境|Wuerkaixi entry
中国黑暗事件|Chinese dark events
64维多利亚|64 Victoria
六四请愿|Sixty-four petition
中南海大上访|Zhongnanhai large petition
网路人权宣言|
赵zi阳回忆录|
王炳章民运手册|
6421周年游行|6421 anniversary parade
后六四文化祭|
平反六四公投|Vindication referendum
邓小平镇压视频|
封从德日记|
89年天安门大虐杀|
2022年平反六四|2022 vindication
六四遗孤|Sixty-four orphans
六四受害者|Sixty-four victims
谈六四吕秀莲|Annette talk sixty-four
六四良心犯|
六四人物|Sixty-four figures
香港民运大游行|
x事件21周年|
中国64真相|China 64 Truth
89历史真相|89 historical truth
27军镇压|27 military repression
89之民主女神|
六4四事件|
liusi89|
xuechao政治风波|xuechao political storm
赵紫阳集团|Zhao Ziyang Group
赵zi阳集团|
六四和解条件|Sixty-four settlement terms
海外六四游行|Overseas sixty-four parade
香港六四大游行|
日本六四游行|Japan sixty-four parade
六四万人游行|Sixty-four million march
绝食64小时|
流血六四|Bleed sixty-four
北京传单飞扬|Beijing flyer flying
反共地下党|Anti-communist underground
事件民间白皮书|
胡耀邦封杀|Hu Yaobang ban
六四纪录片|Sixty-four documentary
六四白皮书|Sixty-four White Paper
89年学运|1989 student movement
六四血卡|Sixty-four blood card
屠杀与中国奇迹|
木樨地坦克|Sweetclover tank
纪念民运|Memorial pro
陆肆屠城|Lusi massacre
六部口坦克|Six tanks mouth
六部口屠杀|Six mouth massacre
六四良心|Sixty-four conscience
六四军人|Sixty-four soldier
赵紫阳自传|Zhao autobiography
赵紫阳秘密录音|
赵紫阳录音回忆|
赵紫阳民运|Zhao pro
周舵绝食|
六四四君子|
21年前的6月4号|
周舵血腥的黎明|
悼念六四亡魂|
64烛光悼念|64 candlelight vigil
平反六四大游行|Vindication Parade
64民主大游行|64 Democracy Parade
悼念六四英灵|
赵紫阳现身广场|Zhao appeared Square
六四伤残者群体|
坦克碾压大学生|Tanks rolling Students
中共管制|Communist control
六四永远的伤痕|Sixty-four scars forever
ziyang回忆录|ziyang memoirs
89武力镇压|89 armed suppression
温家宝政治秀|Wen political show
89见证最后的美丽|
89年六四镇压学生|
王丹要回家运动|
事件廿一周年|Twenty anniversary event
阳软禁中的谈话|
阳的最后思考|Yang finally thinking
64tianwang@gmail|
1989recallofmemory|
memoryof1989tiananmen|
tiananmen1989纪录片|tiananmen1989 documentary
民主女神之歌|
天安门母亲子霖|Tiananmen Mothers sub-lin
六四自辩书|Sixty-four self-defense book
重新评价六四|Reappraisal sixty-four
89年广场上的鲜血|
89年运动正名|
六四公开信|Sixty-four open letter
透视中国六四|Perspective Chinese sixty-four
天安门64|Tiananmen Square 64
8964风波|8964 storm
1989序|1989 Order
见证六四|Witness sixty-four
六四绝食书|Sixty-four hunger book
回忆六四|Memories sixty-four
天安门时报|Tiananmen Times
民运连环抄家|Pro serial raid
王丹公开信|
胡耀邦平反|Hu Yaobang vindicated
1989见证最后的美丽|
89政治学潮|
淋巴宪章|Lymphatic charter
o捌宪章|O Ba Charter
零八和谐宪章|
零捌线章|Lingbaxianzhang
08线章|Chapter 08 lines
零八线章|
0八线章|
liusi冤魂|LiuSi ghosts
liusi情结|LiuSi Complex
八九运动定性|1989 movement qualitative
picpacknewcn|
picbaiducom|
八x八事件|
六四挡坦克|Sixty-four block tanks
血祭长安街|
89年天俺门|
6泗学潮|
89年压死大学生|
邓匪做恶在陆肆|
六四決要平反|
1989demonstrationsintiananmen|
陆肆动乱|Lusi unrest
1989年北京实行戒严|
89年viiv事件|
当残共平九|
六四文化衫|Sixty-four shirt
98新疆平叛|98 Xinjiang insurgency
供残谠|Dang for disabled
8九学潮|
89血潮|89 Blood Tide
北京六月屠杀|Beijing, June massacre
twentyyearsaftertiananmen|
19把9年柳丝|
yi9八9年|
liu月4曰|
20年前广场的真相|
six4|
二十周年祭|
８九年の天門事|
流月4日|Flow January 4
被坦克活活压死|
88事件20周年|
壹玖捌玖陆肆|
硫死纪念日|Sulfur death anniversary
廿年前|Twenty years ago
38小时的挣扎|
曾荫权不代表我|
陆肆游行|Lusi parade
陆肆烛光晚会|Lusi candlelight vigil
追究屠城责任|
天按门血案|
某事件20周年|
x事件20周年|
1989年的六月四日|4 June 1989
中文版改革历程|
dang中央集权独裁|Dang centralized dictatorship
1989年国内政治风波|
20年钱的政治风波|
赵纸阳的回忆录|
88民运|88 pro
198空格9民运|
64北京戒严|
08xianzhan|
89云力乱|
6四20周年|
8平方纪念日|8 square Day
民运20周年|
20yearsago|
ershinianqian|
国耻日二十周年|
8的平方快到了|8 square coming
64民运|64 pro
liusi民运|liusi pro
紫阳录音|Ziyang Recording
镇压八九|Repression eighty-nine
紫阳幽禁|Ziyang confinement
8的平方就快到了|
beijingzhengzhifengbo|
